Scenario,Annual Visitors,Ticket Revenue,Upsell Revenue,Total Revenue,Total Opex + Rent,CapEx,Total Expenses,Net Profit After Rent & CapEx
500K Visitors (Frida Kahlo Level),500000,20000000,2100000.0,22100000.0,3800000,750000,4550000,17550000.0
